4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039451_SRR039451.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039451_SRR039451.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039451_SRR039451.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4056	Analysis of Novel Drosophila Transcripts via Interspecific Comparison	4056_SRR039452_SRR039452.fastq.gz	/modencode/data/all_files/dmel-raw-3/4056_SRR039452_SRR039452.fastq.gz	Dmel_r5.32	mRNA	integrated-gene-model	raw-seqfile_fastq	transfrag	Strain_Oregon-R;Tissue_Dmel Female heads;Developmental-Stage_Dmel Adult Female 8 days	integrated-gene-model	1			Dmel_r5.32	modENCODE_4056	transfrag;Strain_Oregon-R;Tissue_Dmel Female head;Developmental-Stage_Dmel Adult Female 8 days;integrated-gene-model;Rep-2;Dmel_r5.32;modENCODE_4056.fastq	transfrag;Strain_Oregon-R;Tissue_Dmel-Female-head;Developmental-Stage_Dmel-Adult-Female-8-days;integrated-gene-model;Rep-2;Dmel_r532;modENCODE_4056fastq;4056_SRR039452_SRR039452.fastq	transfrag	Oregon-R		Dmel Adult Female 8 days	Dmel Female head		Brian Oliver
4129	RNA-Seq C. elegans N2 Young Adult replicate 1 sequences and alignments	4129_SRR006514_SRR006514.fastq.gz	/modencode/data/all_files/cele-raw-4/4129_SRR006514_SRR006514.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4129	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129fastq;4129_SRR006514_SRR006514.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4129	RNA-Seq C. elegans N2 Young Adult replicate 1 sequences and alignments	4129_SRR006515_SRR006515.fastq.gz	/modencode/data/all_files/cele-raw-4/4129_SRR006515_SRR006515.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4129	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129fastq;4129_SRR006515_SRR006515.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4129	RNA-Seq C. elegans N2 Young Adult replicate 1 sequences and alignments	4129_SRR006516_SRR006516.fastq.gz	/modencode/data/all_files/cele-raw-4/4129_SRR006516_SRR006516.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4129	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129fastq;4129_SRR006516_SRR006516.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4129	RNA-Seq C. elegans N2 Young Adult replicate 1 sequences and alignments	4129_YA.raw_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4129_YA.raw_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4129	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129wiggle;4129_YA.raw_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4129	RNA-Seq C. elegans N2 Young Adult replicate 1 sequences and alignments	4129_YA.raw_normalized_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4129_YA.raw_normalized_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4129	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129wiggle;4129_YA.raw_normalized_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4129	RNA-Seq C. elegans N2 Young Adult replicate 1 sequences and alignments	4129_YA.sam.gz	/modencode/data/all_files/cele-signal-2/4129_YA.sam.gz	Cele_WS220	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4129	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129.sam	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129sam;4129_YA.sam	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4129	RNA-Seq C. elegans N2 Young Adult replicate 1 sequences and alignments	4129_YA.win_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4129_YA.win_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4129	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4129wiggle;4129_YA.win_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4130	RNA-Seq C. elegans N2 Young Adult replicate 2 sequences and alignments	4130_N2_Yad-1.raw_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4130_N2_Yad-1.raw_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4130	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130wiggle;4130_N2_Yad-1.raw_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4130	RNA-Seq C. elegans N2 Young Adult replicate 2 sequences and alignments	4130_N2_Yad-1.raw_normalized_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4130_N2_Yad-1.raw_normalized_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4130	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130wiggle;4130_N2_Yad-1.raw_normalized_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4130	RNA-Seq C. elegans N2 Young Adult replicate 2 sequences and alignments	4130_N2_Yad-1.sam.gz	/modencode/data/all_files/cele-signal-2/4130_N2_Yad-1.sam.gz	Cele_WS220	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4130	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130.sam	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130sam;4130_N2_Yad-1.sam	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4130	RNA-Seq C. elegans N2 Young Adult replicate 2 sequences and alignments	4130_N2_Yad-1.win_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4130_N2_Yad-1.win_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4130	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130wiggle;4130_N2_Yad-1.win_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4130	RNA-Seq C. elegans N2 Young Adult replicate 2 sequences and alignments	4130_SRR125481_SRR125481.fastq.gz	/modencode/data/all_files/cele-raw-4/4130_SRR125481_SRR125481.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4130	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130fastq;4130_SRR125481_SRR125481.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4130	RNA-Seq C. elegans N2 Young Adult replicate 2 sequences and alignments	4130_SRR125482_SRR125482.fastq.gz	/modencode/data/all_files/cele-raw-4/4130_SRR125482_SRR125482.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4130	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4130fastq;4130_SRR125482_SRR125482.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_N2_Yad-1.raw_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4131_N2_Yad-1.raw_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131wiggle;4131_N2_Yad-1.raw_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_N2_Yad-1.sam.gz	/modencode/data/all_files/cele-signal-2/4131_N2_Yad-1.sam.gz	Cele_WS220	mRNA	RNA-seq	alignment_sam	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.sam	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131sam;4131_N2_Yad-1.sam	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_N2_Yad-1.win_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4131_N2_Yad-1.win_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131wiggle;4131_N2_Yad-1.win_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_SRR006514_SRR006514.fastq.gz	/modencode/data/all_files/cele-raw-4/4131_SRR006514_SRR006514.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131fastq;4131_SRR006514_SRR006514.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_SRR006515_SRR006515.fastq.gz	/modencode/data/all_files/cele-raw-4/4131_SRR006515_SRR006515.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131fastq;4131_SRR006515_SRR006515.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_SRR006516_SRR006516.fastq.gz	/modencode/data/all_files/cele-raw-4/4131_SRR006516_SRR006516.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131fastq;4131_SRR006516_SRR006516.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_SRR125481_SRR125481.fastq.gz	/modencode/data/all_files/cele-raw-4/4131_SRR125481_SRR125481.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131fastq;4131_SRR125481_SRR125481.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_SRR125482_SRR125482.fastq.gz	/modencode/data/all_files/cele-raw-4/4131_SRR125482_SRR125482.fastq.gz	Cele_WS220	mRNA	RNA-seq	raw-seqfile_fastq	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.fastq	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131fastq;4131_SRR125482_SRR125482.fastq	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_YA_N2_Yad-1.raw_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4131_YA_N2_Yad-1.raw_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131wiggle;4131_YA_N2_Yad-1.raw_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_YA_N2_Yad-1.win_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4131_YA_N2_Yad-1.win_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131wiggle;4131_YA_N2_Yad-1.win_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
4131	C. elegans N2 Young Adult combined replicates sequences and alignments	4131_YA.raw_covg.ws220.wig.gz	/modencode/data/all_files/cele-signal-2/4131_YA.raw_covg.ws220.wig.gz	Cele_WS220	mRNA	RNA-seq	coverage-graph_wiggle	total-RNA	Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46 hrs post-L1;Temperature_20 degree celsius	RNA-seq	0			Cele_WS220	modENCODE_4131	total-RNA;Strain_N2;Developmental-Stage_Young Adult (pre-gravid) 25dC 46h post-L1;Temperature_20 degree celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131.wiggle	total-RNA;Strain_N2;Developmental-Stage_Young-Adult-pre-gravid-25dC-46h-post-L1;Temperature_20-degree-celsius;RNA-seq;Rep-1;Cele_WS220;modENCODE_4131wiggle;4131_YA.raw_covg.ws220.wiggle	total-RNA	N2		Young Adult (pre-gravid) 25dC 46h post-L1		Temperature_20 degree celsius	Robert Waterston
